,PassengerId,HomePlanet,CryoSleep,Cabin,Destination,Age,VIP,Name,Transported,Spendings
2465,2645_03,Europa,1,C/95/S,TRAPPIST-1e,14.0,0,Mariton Improus,1,0.0
2466,2645_04,Europa,0,C/95/S,55 Cancri e,28.0,0,Meratz Improus,1,6045.0
2467,2645_05,Europa,1,C/95/S,55 Cancri e,26.0,0,Mesonon Improus,1,0.0
2468,2646_01,Europa,0,B/80/P,55 Cancri e,33.0,0,Hallah Roureed,0,9834.0
2469,2647_01,Earth,0,F/547/P,TRAPPIST-1e,24.0,0,Janney Johnsby,0,704.0
2470,2648_01,Earth,0,G/421/S,TRAPPIST-1e,23.0,0,Allena Sullones,0,809.0
2471,2649_01,Mars,0,D/79/P,TRAPPIST-1e,16.0,0,Swoass Giba,0,2717.0
2472,2650_01,Earth,1,G/431/P,TRAPPIST-1e,36.0,0,Artis Casonston,0,0.0
2473,2651_01,Europa,1,B/100/S,55 Cancri e,44.0,0,Sarid Geakerat,1,0.0
2474,2652_01,Earth,0,F/513/S,TRAPPIST-1e,22.0,0,Wally Davispinoz,1,702.0
2475,2655_01,Earth,1,G/422/S,TRAPPIST-1e,30.0,0,Benny Ballocks,0,0.0
2476,2657_01,Earth,0,F/514/S,TRAPPIST-1e,20.0,0,Ricard Gainney,0,715.0
2477,2658_01,Earth,0,F/549/P,TRAPPIST-1e,21.0,,Craine Gentledges,0,2429.0
2478,2659_01,Mars,0,E/182/S,TRAPPIST-1e,14.0,0,Luse Gelie,1,
2479,2660_01,Earth,0,F/550/P,TRAPPIST-1e,27.0,0,Chael Avidson,0,
2480,2661_01,Earth,0,F/515/S,TRAPPIST-1e,19.0,0,Leene Vandan,0,758.0
2481,2661_02,Earth,1,G/423/S,TRAPPIST-1e,21.0,0,Bara Vandan,1,0.0
2482,2662_01,Mars,0,F/551/P,55 Cancri e,,0,Gies Ban,0,2663.0
2483,2663_01,Earth,0,F/552/P,55 Cancri e,13.0,0,Penne Douglasen,1,815.0
2484,2664_01,Mars,1,E/183/S,PSO J318.5-22,71.0,0,Kris Swin,1,0.0
2485,2666_01,Mars,1,E/184/S,TRAPPIST-1e,28.0,0,Rank Curle,0,0.0
2486,2666_02,Mars,0,E/184/S,55 Cancri e,18.0,0,All Curle,0,2134.0
2487,2668_01,Earth,0,F/516/S,55 Cancri e,23.0,0,Jacki Ingston,0,2902.0
2488,2668_02,Earth,0,G/424/S,55 Cancri e,34.0,0,Adamie Ingston,0,705.0
2489,2670_01,Earth,0,G/432/P,TRAPPIST-1e,20.0,0,Glenna Leodger,0,809.0
2490,2671_01,Earth,0,F/554/P,55 Cancri e,17.0,0,Anae Oconley,0,797.0
2491,2672_01,Earth,0,F/555/P,PSO J318.5-22,21.0,0,Lillia Waltonson,0,1277.0
2492,2675_01,Europa,0,C/97/S,TRAPPIST-1e,33.0,0,Rassias Iniouser,1,6802.0
2493,2676_01,Europa,0,B/81/P,55 Cancri e,34.0,0,Halsham Noxiong,1,6790.0
2494,2677_01,Europa,0,D/90/S,TRAPPIST-1e,51.0,0,Eleon Scerodbox,0,2338.0
2495,2678_01,Earth,0,F/517/S,TRAPPIST-1e,21.0,0,Gera Sosanturney,1,690.0
2496,2679_01,Earth,1,G/426/S,TRAPPIST-1e,,0,Paulas Boltond,0,0.0
2497,2682_01,Earth,0,G/434/P,TRAPPIST-1e,31.0,0,Berty Whiters,0,888.0
2498,2683_01,Europa,0,A/32/S,TRAPPIST-1e,36.0,0,Zaninon Parbage,1,1303.0
2499,2684_01,Europa,0,B/83/P,TRAPPIST-1e,39.0,0,Navior Ranaly,0,21839.0
2500,2685_01,Earth,0,G/435/P,TRAPPIST-1e,26.0,0,Lilly Webstephrey,0,907.0
2501,2687_01,Earth,0,F/556/P,TRAPPIST-1e,51.0,0,Carry Kimons,1,1390.0
2502,2688_01,,0,F/557/P,TRAPPIST-1e,24.0,0,Eriky Willy,0,797.0
2503,2690_01,Earth,0,E/185/S,55 Cancri e,27.0,0,Eduana Stannondez,1,719.0
2504,2691_01,Earth,0,F/558/P,TRAPPIST-1e,31.0,0,Gracey Coxterez,0,803.0
2505,2692_01,Earth,0,,TRAPPIST-1e,24.0,0,Samie Weberts,0,716.0
2506,2693_01,Europa,0,A/22/P,TRAPPIST-1e,57.0,0,Krab Pentical,0,2979.0
2507,2693_02,Europa,0,A/22/P,55 Cancri e,36.0,1,Jabbab Geousty,0,2195.0
2508,2693_03,Europa,0,A/22/P,TRAPPIST-1e,55.0,0,Castram Geousty,0,3133.0
2509,2693_04,Europa,1,A/22/P,55 Cancri e,,0,Mirfark Geousty,0,0.0
2510,2695_01,Mars,0,E/186/S,TRAPPIST-1e,18.0,0,Honey Stike,0,955.0
2511,2697_01,Mars,0,D/91/S,TRAPPIST-1e,27.0,,Pank Pimne,0,2384.0
2512,2698_01,Europa,0,C/94/P,TRAPPIST-1e,50.0,0,Shelik Sofraten,0,4588.0
2513,2700_01,Earth,0,F/520/S,TRAPPIST-1e,24.0,0,Daven Perkings,0,714.0
2514,2701_01,Earth,1,G/428/S,PSO J318.5-22,20.0,0,Cliney Thorney,1,0.0
2515,2702_01,Earth,1,G/437/P,TRAPPIST-1e,24.0,0,Mollen Garnettiz,1,0.0
2516,2703_01,Earth,0,G/429/S,TRAPPIST-1e,18.0,0,Rena Ashipeck,0,627.0
2517,2704_01,Earth,0,F/521/S,TRAPPIST-1e,44.0,0,Alfrey Shieldson,0,1527.0
2518,2706_01,Europa,1,B/102/S,55 Cancri e,27.0,0,Alchium Ressighty,1,0.0
2519,2707_01,Europa,0,B/103/S,TRAPPIST-1e,58.0,0,Ziba Belstrut,1,3467.0
2520,2707_02,Europa,1,B/103/S,PSO J318.5-22,29.0,0,Misa Belstrut,1,0.0
2521,2708_01,Earth,0,F/522/S,PSO J318.5-22,23.0,0,Pattin Cardner,1,600.0
2522,2709_01,Mars,1,F/523/S,TRAPPIST-1e,3.0,0,Pies Welto,1,0.0
2523,2709_02,Mars,0,F/523/S,TRAPPIST-1e,0.0,0,Relix Welto,1,0.0
2524,2709_03,Mars,0,F/523/S,,33.0,0,Rana Welto,0,2364.0
2525,2709_04,Mars,0,F/523/S,TRAPPIST-1e,12.0,,Worms Ble,1,0.0
2526,2712_01,Europa,1,B/105/S,TRAPPIST-1e,44.0,0,Mothab Doorge,1,0.0
2527,2713_01,Earth,1,G/438/P,TRAPPIST-1e,20.0,0,Tarah Cleachrand,1,0.0
2528,2714_01,Earth,0,F/561/P,55 Cancri e,59.0,,Maryn Mcintons,0,2057.0
2529,2717_01,Earth,0,G/431/S,TRAPPIST-1e,18.0,0,Francy Mayder,0,888.0
2530,2718_01,Europa,1,B/106/S,TRAPPIST-1e,72.0,0,Quarkab Supred,1,0.0
2531,2720_01,Earth,0,G/439/P,PSO J318.5-22,23.0,0,Felice Beckeey,0,3560.0
2532,2720_02,Earth,0,G/439/P,TRAPPIST-1e,11.0,0,Rancy Beckeey,0,0.0
2533,2720_03,Earth,1,G/439/P,TRAPPIST-1e,1.0,0,Noria Beckeey,1,0.0
2534,2721_01,Earth,0,F/563/P,PSO J318.5-22,25.0,0,Jodia Rigginson,0,826.0
2535,2722_01,Mars,1,D/93/S,55 Cancri e,25.0,0,Frunch Sutte,1,0.0
2536,2723_01,Europa,1,C/99/S,TRAPPIST-1e,24.0,0,Bosonan Boderbint,1,0.0
2537,2723_02,Europa,0,C/99/S,TRAPPIST-1e,54.0,0,Dabiton Boderbint,1,6790.0
2538,2724_01,Mars,1,F/564/P,55 Cancri e,17.0,0,Swack Merte,1,0.0
2539,2724_02,Mars,0,F/564/P,TRAPPIST-1e,48.0,0,Manth Merte,0,1286.0
2540,2725_01,Earth,0,F/565/P,TRAPPIST-1e,40.0,0,Helle Bucknersony,0,634.0
2541,2726_01,Earth,1,G/440/P,TRAPPIST-1e,2.0,0,Kimmie Leson,0,0.0
2542,2727_01,Earth,0,F/525/S,TRAPPIST-1e,32.0,0,Stany Hoopez,0,867.0
2543,2729_01,Earth,1,G/432/S,TRAPPIST-1e,15.0,0,Jodip Burchrison,1,0.0
2544,2730_01,,1,G/433/S,TRAPPIST-1e,52.0,0,Royce Douglasen,1,0.0
2545,2730_02,Earth,0,F/527/S,TRAPPIST-1e,16.0,0,Candra Douglasen,0,2921.0
2546,2730_03,Earth,1,G/433/S,TRAPPIST-1e,16.0,0,Elancy Douglasen,1,
2547,2732_01,Earth,1,G/435/S,55 Cancri e,16.0,,Molley Hurles,1,0.0
2548,2732_02,Earth,0,G/435/S,55 Cancri e,6.0,0,Jilly Hurles,0,0.0
2549,2734_01,Mars,0,F/567/P,TRAPPIST-1e,10.0,0,Eggies Wate,1,0.0
2550,2736_01,Mars,0,D/81/P,TRAPPIST-1e,27.0,1,Mark Prity,0,1737.0
2551,2737_01,Europa,0,C/100/S,55 Cancri e,45.0,0,Naschab Forous,1,2264.0
2552,2737_02,Europa,0,C/100/S,TRAPPIST-1e,26.0,0,Giedia Arterate,0,6771.0
2553,2738_01,Mars,0,E/187/S,TRAPPIST-1e,29.0,0,Tyog Ses,0,1049.0
2554,2739_01,Earth,1,G/442/P,PSO J318.5-22,38.0,0,Heryle Daughessey,1,
2555,2740_01,Earth,0,E/163/P,TRAPPIST-1e,19.0,0,Garry Leetersoney,1,505.0
2556,2741_01,Mars,0,E/164/P,TRAPPIST-1e,43.0,0,Jackix Cake,0,1298.0
2557,2743_01,Earth,0,F/528/S,TRAPPIST-1e,15.0,0,Nelle Gregordy,0,759.0
2558,2745_01,Mars,0,F/568/P,,31.0,0,Libers Pre,0,1821.0
2559,2746_01,Mars,0,F/569/P,TRAPPIST-1e,52.0,0,Apix Wala,0,1119.0
2560,2747_01,Mars,,F/570/P,TRAPPIST-1e,49.0,,Stisps Chrie,1,0.0
2561,2748_01,Earth,0,F/529/S,55 Cancri e,29.0,0,Kimmie Mickersones,1,691.0
2562,2750_01,Earth,0,F/571/P,TRAPPIST-1e,18.0,,Timmie Daviddley,1,790.0
2563,2751_01,Mars,1,F/530/S,,41.0,0,Permit Must,1,0.0
2564,2752_01,Earth,0,G/444/P,TRAPPIST-1e,9.0,0,Jarena Ballocks,0,0.0
2565,2752_02,Earth,1,G/444/P,PSO J318.5-22,,0,Ollip Ballocks,0,0.0
2566,2752_03,Earth,0,E/165/P,TRAPPIST-1e,58.0,0,Thel Ballocks,1,840.0
2567,2753_01,Earth,0,E/188/S,PSO J318.5-22,39.0,0,Wandy Summington,0,907.0
2568,2754_01,Earth,0,E/166/P,TRAPPIST-1e,13.0,0,Heidie Santry,0,986.0
2569,2755_01,Europa,1,B/85/P,55 Cancri e,36.0,0,Beneba Glousspidy,1,0.0
2570,2756_01,Mars,0,F/572/P,55 Cancri e,23.0,0,Guink Corte,0,1141.0
2571,2758_01,Earth,1,G/446/P,PSO J318.5-22,24.0,0,Dennya Fielson,1,
2572,2759_01,Earth,0,E/167/P,TRAPPIST-1e,33.0,0,Iree Kimons,0,994.0
2573,2760_01,Earth,,G/438/S,TRAPPIST-1e,18.0,0,Matty Rigginsen,0,0.0
2574,2760_02,Earth,1,G/438/S,TRAPPIST-1e,2.0,0,,0,0.0
2575,2760_03,Earth,1,G/438/S,TRAPPIST-1e,0.0,0,Chery Rigginsen,1,0.0
2576,2762_01,Earth,0,G/439/S,TRAPPIST-1e,36.0,0,Bobina Leonzaley,0,885.0
2577,2762_02,Earth,0,G/439/S,55 Cancri e,15.0,0,Paulah Leonzaley,0,444.0
2578,2763_01,Earth,0,E/168/P,TRAPPIST-1e,31.0,0,Sony Reynoldez,1,859.0
2579,2764_01,Earth,0,E/189/S,TRAPPIST-1e,42.0,0,Racily Reyervaney,1,1588.0
2580,2765_01,Mars,0,F/532/S,TRAPPIST-1e,27.0,0,Callix Curie,0,1503.0
2581,2768_01,Earth,0,F/533/S,TRAPPIST-1e,36.0,0,Herina Cartz,1,
2582,2768_02,Earth,0,G/442/S,TRAPPIST-1e,0.0,0,Raceky Cartz,0,0.0
2583,2768_03,Earth,1,G/442/S,TRAPPIST-1e,3.0,0,Doryn Cartz,0,0.0
2584,2769_01,Earth,0,F/573/P,PSO J318.5-22,22.0,0,Lindy Fishopper,0,
2585,2770_01,Earth,0,G/443/S,TRAPPIST-1e,56.0,0,Oraine Gainebergan,0,1817.0
2586,2772_01,Earth,0,G/444/S,TRAPPIST-1e,23.0,0,Patoya Meyersones,0,757.0
2587,2773_01,Mars,0,D/94/S,TRAPPIST-1e,25.0,0,Whark Teake,0,1056.0
2588,2774_01,Earth,0,F/575/P,TRAPPIST-1e,29.0,0,Coreen Bushins,0,703.0
2589,2774_02,Earth,0,F/575/P,TRAPPIST-1e,17.0,0,Crisey Mcbriddley,0,1226.0
2590,2774_03,Earth,0,F/575/P,TRAPPIST-1e,13.0,0,Aleroy Bushins,0,967.0
2591,2778_01,Mars,0,D/82/P,TRAPPIST-1e,35.0,,Gorice Fisty,1,
2592,2778_02,Mars,1,F/576/P,55 Cancri e,53.0,0,Yogal Fisty,1,
2593,2780_01,Earth,0,F/578/P,TRAPPIST-1e,24.0,0,Eilace Chanan,0,716.0
2594,2781_01,Earth,1,G/447/P,TRAPPIST-1e,38.0,0,Marice Williotters,0,0.0
2595,2783_01,Europa,1,D/83/P,55 Cancri e,21.0,0,Alteron Emetillove,1,0.0
2596,2783_02,Europa,0,D/83/P,55 Cancri e,29.0,0,Gatrin Emetillove,0,3029.0
2597,2784_01,Earth,0,G/448/P,TRAPPIST-1e,46.0,0,Monard Walterson,1,1721.0
2598,2785_01,Europa,1,C/102/S,TRAPPIST-1e,58.0,0,Wasaleh Clindy,1,
2599,2786_01,Earth,0,E/190/S,PSO J318.5-22,53.0,0,Luise Franankson,1,689.0
2600,2787_01,Earth,0,F/535/S,55 Cancri e,21.0,0,Stelly Salez,0,
2601,2788_01,Earth,1,G/449/P,PSO J318.5-22,27.0,0,Harlos Ramoran,0,0.0
2602,2789_01,Earth,1,G/450/P,TRAPPIST-1e,31.0,0,Idave Carverson,0,0.0
2603,2790_01,Europa,1,B/86/P,55 Cancri e,23.0,,Asch Simous,1,0.0
2604,2790_02,Europa,0,B/86/P,55 Cancri e,41.0,0,Cheliak Simous,0,6017.0
2605,2790_03,Europa,0,B/86/P,TRAPPIST-1e,29.0,0,Izarino Simous,0,2341.0
2606,2790_04,Europa,0,B/86/P,55 Cancri e,54.0,0,Tarrak Simous,0,4726.0
2607,2790_05,Europa,0,B/86/P,55 Cancri e,43.0,0,Zaninon Simous,1,10859.0
2608,2792_01,Earth,1,G/446/S,PSO J318.5-22,36.0,0,Duana Figuez,1,0.0
2609,2793_01,Earth,0,E/169/P,TRAPPIST-1e,48.0,0,Darrie Mcinton,1,872.0
2610,2795_01,Europa,0,C/103/S,TRAPPIST-1e,34.0,0,Genons Brantcable,1,5687.0
2611,2795_02,Europa,0,C/103/S,TRAPPIST-1e,42.0,0,Bottom Brantcable,0,4095.0
2612,2796_01,Earth,0,F/536/S,55 Cancri e,17.0,0,,0,863.0
2613,2797_01,Earth,0,F/580/P,TRAPPIST-1e,22.0,0,Violan Burchanez,0,1345.0
2614,2798_01,Europa,0,A/23/P,TRAPPIST-1e,37.0,0,Furudra Timleplet,0,
2615,2798_02,Europa,1,A/23/P,55 Cancri e,38.0,0,Menchah Timleplet,1,0.0
2616,2799_01,Earth,0,G/447/S,TRAPPIST-1e,21.0,0,Idace Barrilloney,0,884.0
2617,2799_02,,1,G/447/S,PSO J318.5-22,23.0,0,Sony Barrilloney,1,0.0
2618,2801_01,Europa,0,B/87/P,TRAPPIST-1e,27.0,0,Taurius Frogauded,0,17529.0
2619,2802_01,Earth,0,F/581/P,TRAPPIST-1e,23.0,0,Evane Chavezalez,1,2735.0
2620,2805_01,Earth,0,F/582/P,TRAPPIST-1e,19.0,0,Allena Blacks,0,634.0
2621,2806_01,Mars,0,D/95/S,TRAPPIST-1e,28.0,0,Boon Gene,0,1182.0
2622,2807_01,Earth,0,E/171/P,TRAPPIST-1e,33.0,0,Rancy Vincenton,0,996.0
2623,2807_02,Earth,1,G/452/P,PSO J318.5-22,24.0,0,Craine Vincenton,0,0.0
2624,2807_03,Earth,1,G/452/P,TRAPPIST-1e,0.0,0,Wenten Monrad,1,0.0
2625,2809_01,Earth,1,G/453/P,TRAPPIST-1e,41.0,0,Dianie Ellahan,1,0.0
2626,2810_01,Earth,1,G/454/P,TRAPPIST-1e,19.0,0,Oraine Jorden,0,0.0
2627,2811_01,Earth,0,F/537/S,TRAPPIST-1e,44.0,0,Chery Charpelaney,0,871.0
2628,2812_01,Mars,0,F/538/S,55 Cancri e,43.0,0,Hock Grean,1,1307.0
2629,2813_01,Earth,1,G/449/S,TRAPPIST-1e,14.0,0,Therek Bryants,1,0.0
2630,2814_01,,1,G/455/P,PSO J318.5-22,18.0,0,Fredy Smalloney,1,0.0
2631,2817_01,,0,F/584/P,TRAPPIST-1e,25.0,0,Sealfs Sutty,0,1159.0
2632,2818_01,Mars,0,F/585/P,TRAPPIST-1e,0.0,0,Krus Betie,1,0.0
2633,2818_02,Mars,1,F/585/P,55 Cancri e,4.0,0,Corse Betie,1,0.0
2634,2818_03,Mars,0,F/585/P,TRAPPIST-1e,24.0,0,Wifel Betie,1,1148.0
2635,2819_01,Earth,0,F/586/P,TRAPPIST-1e,38.0,0,Stal Ocherman,0,716.0
2636,2820_01,Earth,1,G/457/P,TRAPPIST-1e,44.0,0,Valex Lopelases,1,0.0
2637,2821_01,Earth,1,G/458/P,55 Cancri e,57.0,0,Brance Shephendery,1,0.0
2638,2822_01,,1,G/450/S,55 Cancri e,3.0,0,Patsya Harverez,1,
2639,2822_02,Earth,,G/450/S,TRAPPIST-1e,5.0,,Salley Harverez,0,
2640,2822_03,Earth,1,G/450/S,55 Cancri e,3.0,0,Rayne Harverez,1,
2641,2822_04,Earth,1,G/450/S,,18.0,0,Annaha Harverez,1,0.0
2642,2822_05,,1,G/450/S,TRAPPIST-1e,8.0,0,Melvia Harverez,0,0.0
2643,2823_01,Mars,1,F/587/P,TRAPPIST-1e,21.0,0,Smark Parté,1,0.0
2644,2824_01,Europa,1,C/104/S,55 Cancri e,35.0,0,Shain Rinicapead,1,0.0
2645,2825_01,Mars,,F/539/S,TRAPPIST-1e,47.0,0,Popow Sake,1,0.0
2646,2826_01,Europa,0,C/96/P,55 Cancri e,28.0,0,Teron Pabler,0,4863.0
2647,2826_02,Europa,0,C/96/P,TRAPPIST-1e,49.0,0,Terops Pabler,0,13012.0
2648,2831_01,Europa,0,D/86/P,TRAPPIST-1e,23.0,0,Weznif Fandomatty,1,2798.0
2649,2831_02,Europa,0,D/86/P,TRAPPIST-1e,19.0,0,Naviton Impress,0,2141.0
2650,2832_01,Earth,0,E/173/P,TRAPPIST-1e,34.0,0,,0,787.0
2651,2834_01,Europa,0,C/105/S,TRAPPIST-1e,40.0,1,Bosonan Coniple,1,3511.0
2652,2835_01,Europa,0,A/24/P,55 Cancri e,26.0,1,Sadirk Unaring,0,
2653,2837_01,Earth,0,F/588/P,PSO J318.5-22,23.0,0,Sergia Mcgoway,0,
2654,2838_01,Mars,0,E/174/P,TRAPPIST-1e,22.0,0,Whee Cure,0,0.0
2655,2839_01,Europa,0,C/107/S,TRAPPIST-1e,51.0,0,Achib Heedry,1,4082.0
2656,2840_01,Earth,0,F/540/S,55 Cancri e,44.0,0,Jacky Hortis,0,692.0
2657,2843_01,Mars,0,E/175/P,TRAPPIST-1e,50.0,0,Apsps Terte,0,1014.0
2658,2846_01,Earth,1,G/452/S,TRAPPIST-1e,28.0,0,Margio Lardsonald,1,0.0
2659,2847_01,Earth,1,G/464/P,TRAPPIST-1e,13.0,0,Thery Cardsay,1,0.0
2660,2852_01,Earth,0,G/465/P,,21.0,0,Guadae Jeffey,0,620.0
2661,2853_01,Earth,0,F/544/S,TRAPPIST-1e,20.0,0,Lonnez Browlerson,1,924.0
2662,2854_01,Earth,0,F/591/P,55 Cancri e,14.0,0,Phia Buckentry,0,
2663,2856_01,Europa,0,C/108/S,55 Cancri e,38.0,0,Duhra Fulous,0,
2664,2857_01,Earth,0,F/545/S,PSO J318.5-22,29.0,0,Hanry Larlowelley,0,
2665,2858_01,Europa,1,C/109/S,TRAPPIST-1e,36.0,0,Iononus Fictful,1,0.0
2666,2858_02,Europa,1,C/109/S,TRAPPIST-1e,16.0,0,Mesatik Fictful,1,0.0
2667,2858_03,Europa,1,C/109/S,TRAPPIST-1e,40.0,0,Dilath Fictful,1,
2668,2859_01,Europa,1,C/98/P,55 Cancri e,,0,Navior Excialing,1,0.0
2669,2860_01,Earth,0,F/546/S,PSO J318.5-22,18.0,0,Ianna Antoshipson,1,1306.0
2670,2861_01,Earth,0,F/547/S,TRAPPIST-1e,17.0,0,Evaley Marson,1,761.0
2671,2862_01,Mars,1,E/193/S,TRAPPIST-1e,32.0,0,Cowlat Gooki,1,0.0
2672,2863_01,Earth,0,G/466/P,TRAPPIST-1e,27.0,0,Therek Thony,0,852.0
2673,2865_01,Mars,0,D/88/P,TRAPPIST-1e,34.0,0,Goos Corie,0,3015.0
2674,2865_02,Mars,0,D/88/P,TRAPPIST-1e,53.0,0,Hammet Corie,1,962.0
2675,2866_01,Europa,1,C/110/S,TRAPPIST-1e,36.0,1,Hadirk Wheededly,1,0.0
2676,2867_01,Mars,0,D/89/P,TRAPPIST-1e,41.0,0,Smats Bane,0,1719.0
2677,2867_02,Mars,0,E/176/P,TRAPPIST-1e,51.0,0,Trisp Bane,0,953.0
2678,2869_01,Earth,1,G/467/P,PSO J318.5-22,61.0,0,Anton Vantonson,1,0.0
2679,2870_01,Earth,0,G/454/S,TRAPPIST-1e,59.0,0,Nancey Willynnedy,1,922.0
2680,2871_01,Europa,1,B/88/P,TRAPPIST-1e,17.0,0,Acruxon Unregul,1,
2681,2871_02,Europa,1,B/88/P,TRAPPIST-1e,27.0,0,Sarthim Unregul,1,0.0
2682,2872_01,Earth,0,G/455/S,PSO J318.5-22,57.0,0,Jonard Leblanchez,1,1798.0
2683,2873_01,Mars,0,E/194/S,55 Cancri e,39.0,0,Alls Birte,0,
2684,2875_01,Europa,1,B/107/S,55 Cancri e,55.0,0,Zinonon Frolestty,1,0.0
2685,2876_01,Earth,0,G/456/S,TRAPPIST-1e,42.0,0,Andyn Brenney,0,852.0
2686,2877_01,Earth,0,F/592/P,TRAPPIST-1e,36.0,0,Berly Vinozarks,0,803.0
2687,2878_01,Mars,0,F/593/P,TRAPPIST-1e,42.0,0,Grey Ancy,1,3701.0
2688,2880_01,Earth,1,G/468/P,PSO J318.5-22,32.0,0,Lynnee Wooterston,0,0.0
2689,2881_01,Earth,0,G/457/S,55 Cancri e,6.0,0,Walley Brightez,0,0.0
2690,2882_01,Earth,1,G/458/S,TRAPPIST-1e,15.0,0,Clarry Dillips,0,0.0
2691,2883_01,Earth,0,F/595/P,TRAPPIST-1e,28.0,0,Brene Hanner,1,1375.0
2692,2884_01,Mars,0,D/90/P,TRAPPIST-1e,37.0,0,Coats Erle,0,
2693,2887_01,Earth,0,G/459/S,TRAPPIST-1e,44.0,0,Gabrie Reenez,0,809.0
2694,2888_01,Mars,0,F/597/P,TRAPPIST-1e,71.0,1,Kad Gele,0,2599.0
2695,2890_01,Europa,0,B/89/P,TRAPPIST-1e,44.0,0,Jabbab Cattyried,0,3801.0
2696,2890_02,Europa,1,B/89/P,TRAPPIST-1e,36.0,0,Suhain Cattyried,1,0.0
2697,2891_01,Earth,0,G/460/S,TRAPPIST-1e,18.0,0,Gleney Ortinericey,0,909.0
2698,2892_01,Earth,0,G/469/P,PSO J318.5-22,3.0,0,Glena Coolerson,1,0.0
2699,2892_02,Earth,1,G/469/P,55 Cancri e,12.0,0,Benry Gallenry,0,0.0
2700,2892_03,Earth,1,G/469/P,55 Cancri e,0.0,0,Sharie Gallenry,1,0.0
2701,2892_04,Earth,0,F/598/P,TRAPPIST-1e,29.0,0,Kendre Coolerson,0,1311.0
2702,2892_05,Earth,0,G/469/P,TRAPPIST-1e,9.0,0,Wilmay Coolerson,0,0.0
2703,2893_01,Earth,0,G/470/P,55 Cancri e,27.0,0,Verek Beasleyes,0,1793.0
2704,2894_01,Earth,0,F/599/P,PSO J318.5-22,24.0,0,Idace Hersons,0,688.0
2705,2897_01,Earth,0,G/461/S,TRAPPIST-1e,38.0,0,Guye Meadoney,1,845.0
2706,2899_01,Mars,0,F/600/P,TRAPPIST-1e,28.0,0,Monch Buth,0,1493.0
2707,2900_01,Mars,1,,TRAPPIST-1e,26.0,0,Corse Snoff,1,0.0
2708,2901_01,Earth,0,F/601/P,TRAPPIST-1e,16.0,0,Jeanna Vandez,0,1001.0
2709,2901_02,Earth,0,F/601/P,PSO J318.5-22,24.0,0,Loisey Vandez,1,
2710,2902_01,Earth,0,G/471/P,TRAPPIST-1e,33.0,0,Lyney Merkins,0,883.0
2711,2905_01,Earth,0,G/462/S,55 Cancri e,24.0,0,Lloyde Parsoney,0,
2712,2906_01,Earth,0,G/463/S,,29.0,0,Margia Gainebergan,0,812.0
2713,2907_01,Earth,0,F/552/S,TRAPPIST-1e,25.0,0,Paulah Weavesend,1,2019.0
2714,2908_01,Earth,0,G/464/S,,0.0,0,Nica Berreranks,0,0.0
2715,2908_02,,0,F/553/S,TRAPPIST-1e,13.0,0,Benda Berreranks,0,918.0
2716,2909_01,Earth,1,G/473/P,55 Cancri e,7.0,0,Eddiey Polloantes,0,0.0
2717,2910_01,Earth,0,F/602/P,PSO J318.5-22,32.0,0,Celis Bucknersony,0,736.0
2718,2912_01,Mars,1,E/178/P,TRAPPIST-1e,34.0,0,Beeres Kine,0,0.0
2719,2913_01,Mars,0,F/603/P,TRAPPIST-1e,49.0,0,Pefox Sau,0,2597.0
2720,2919_01,Mars,0,D/96/S,TRAPPIST-1e,43.0,0,Slix Kra,1,2708.0
2721,2919_02,Mars,0,F/555/S,TRAPPIST-1e,0.0,0,Soyos Kra,1,0.0
2722,2919_03,Mars,1,F/555/S,TRAPPIST-1e,6.0,0,Stmeal Kra,1,
2723,2920_01,Earth,0,F/606/P,TRAPPIST-1e,23.0,0,Joelan Schwardson,1,748.0
2724,2925_01,Mars,0,F/609/P,TRAPPIST-1e,43.0,0,Cines Minen,1,1158.0
2725,2925_02,Mars,1,F/609/P,55 Cancri e,23.0,0,Goleer Minen,1,0.0
2726,2926_01,Mars,0,,TRAPPIST-1e,43.0,0,Kad Homin,0,1505.0
2727,2927_01,Mars,1,F/611/P,55 Cancri e,41.0,0,Caw Panad,1,0.0
2728,2928_01,Europa,0,B/92/P,55 Cancri e,54.0,1,Menkibi Mander,0,3701.0
2729,2928_02,Europa,1,B/92/P,TRAPPIST-1e,51.0,0,Photope Caltilter,1,
2730,2928_03,Europa,1,B/92/P,TRAPPIST-1e,44.0,0,Gluinol Mander,1,0.0
2731,2929_01,Earth,1,G/467/S,PSO J318.5-22,48.0,0,Alancy Mcbritts,1,0.0
2732,2930_01,Earth,0,G/474/P,TRAPPIST-1e,45.0,0,Cary Mejiaddox,0,
2733,2934_01,Earth,0,F/557/S,PSO J318.5-22,20.0,0,Adriet Moodman,0,689.0
2734,2935_01,Europa,0,T/2/P,TRAPPIST-1e,33.0,0,,0,7412.0
2735,2936_01,Earth,0,G/468/S,TRAPPIST-1e,21.0,0,Jimmyn Berreranks,0,446.0
2736,2938_01,Europa,1,C/100/P,TRAPPIST-1e,68.0,0,Taban Aroodint,1,0.0
2737,2940_01,Earth,0,F/615/P,PSO J318.5-22,23.0,0,Melica Casonston,1,683.0
2738,2941_01,Earth,0,G/477/P,TRAPPIST-1e,16.0,,Coreee Beasleyes,0,754.0
2739,2942_01,Earth,0,F/558/S,TRAPPIST-1e,35.0,0,Tany Watkinsley,0,879.0
